date,open,high,low,close,per_change,volume,traded_amount,symbol
2025-06-05,404.1,411.0,401.2,402.84,-0.95,42573.0,17206930.1,SHINE
2025-06-08,403.0,408.8,403.0,406.98,1.03,32646.0,13267693.1,SHINE
2025-06-09,404.0,410.0,403.1,407.08,0.02,20377.0,8298531.8,SHINE
2025-06-10,415.2,415.2,407.5,410.16,0.76,37247.0,15253106.7,SHINE
2025-06-11,412.0,412.0,400.0,401.92,-2.01,116148.0,46983413.9,SHINE
2025-06-12,400.4,406.9,400.4,404.43,0.62,34959.0,14122088.1,SHINE
2025-06-15,402.5,407.0,402.5,404.97,0.13,27419.0,11095924.9,SHINE
2025-06-16,403.1,407.5,403.1,405.29,0.08,34047.0,13806604.4,SHINE
2025-06-17,406.0,407.0,400.0,401.58,-0.92,47065.0,18899488.0,SHINE
2025-06-18,404.0,404.0,400.0,401.29,-0.07,18649.0,7484136.4,SHINE
2025-06-19,401.1,403.0,401.0,401.71,0.1,31286.0,12559757.3,SHINE
2025-06-22,405.7,413.8,401.0,401.29,-0.1,41536.0,16787836.6,SHINE
2025-06-23,404.8,405.0,397.1,399.94,-0.34,60557.0,24215231.4,SHINE
2025-06-24,404.0,404.0,396.0,396.71,-0.81,37574.0,14986345.8,SHINE
2025-06-25,395.3,400.0,395.1,396.92,0.05,31994.0,12688477.2,SHINE
2025-06-26,401.9,401.9,395.0,396.62,-0.08,26857.0,10661511.2,SHINE
2025-06-29,392.1,399.7,392.1,399.37,0.69,23462.0,9265048.9,SHINE
2025-06-30,399.1,400.5,396.5,399.51,0.04,20675.0,8250481.7,SHINE
2025-07-01,400.0,402.0,398.0,401.65,0.54,29338.0,11733301.4,SHINE
2025-07-02,409.0,409.0,401.0,405.22,0.89,35008.0,14147051.5,SHINE
2025-07-03,405.0,413.9,405.0,409.63,1.09,59087.0,24281562.7,SHINE
2025-07-06,410.0,412.0,404.0,404.99,-1.13,42335.0,17246299.7,SHINE
2025-07-07,400.0,406.7,400.0,402.71,-0.56,37152.0,15028461.0,SHINE
2025-07-08,406.4,406.4,401.0,403.1,0.1,28782.0,11584143.6,SHINE
2025-07-09,405.0,406.9,403.0,405.58,0.62,24468.0,9912795.8,SHINE
2025-07-10,407.8,415.5,401.0,413.35,1.92,83281.0,34244318.3,SHINE
2025-07-13,421.6,430.0,413.0,420.29,1.68,105482.0,44315825.9,SHINE
2025-07-14,425.0,425.0,415.0,415.65,-1.1,34747.0,14475442.3,SHINE
2025-07-15,418.0,420.0,415.0,418.01,0.57,55367.0,23123978.2,SHINE
2025-07-16,422.0,434.8,418.0,431.97,3.34,126073.0,54080820.0,SHINE
2025-07-17,436.0,445.0,433.0,439.84,1.82,116335.0,51078901.3,SHINE
2025-07-20,440.0,448.0,437.1,440.86,0.23,218508.0,96915257.2,SHINE
2025-07-21,441.9,459.0,439.0,451.6,2.44,318195.0,143811204.6,SHINE
2025-07-22,445.0,476.0,445.0,466.49,3.3,381669.0,178500838.2,SHINE
2025-07-23,470.0,470.0,458.0,463.1,-0.73,158258.0,73345849.6,SHINE
2025-07-24,455.6,470.0,455.6,466.77,0.79,178635.0,82851457.2,SHINE
2025-07-27,466.77,478.3,461.0,473.92,1.53,299849.0,141122171.1,SHINE
2025-07-28,475.0,493.0,468.0,490.0,3.39,425513.0,205103865.6,SHINE
2025-07-29,489.0,499.0,482.2,483.46,-1.33,163983.0,79842828.9,SHINE
2025-07-30,482.0,485.0,461.0,463.0,-4.23,131717.0,61901105.9,SHINE
2025-07-31,465.0,466.0,453.0,455.52,-1.62,127604.0,58588936.8,SHINE
2024-07-31,624.0,641.0,620.0,637.0,2.08,393176.0,248081832.9,CHCL
2024-08-01,638.0,645.6,623.1,625.0,-1.88,259707.0,164221195.5,CHCL
2024-08-05,625.0,642.0,618.7,627.0,0.32,338418.0,213672925.3,CHCL
2024-08-06,630.0,635.0,590.0,594.0,-5.26,347751.0,213168956.6,CHCL
2024-08-07,582.2,653.0,582.2,652.0,9.76,556516.0,350013558.5,CHCL
2024-08-08,665.0,697.0,660.0,673.0,3.22,441334.0,297834045.5,CHCL
2024-08-11,673.0,685.0,667.0,678.6,0.83,418051.0,282489073.2,CHCL
2024-08-12,678.6,690.0,668.4,677.0,-0.24,501315.0,340543033.1,CHCL
2024-08-13,685.0,686.0,660.1,662.0,-2.22,311116.0,208014291.2,CHCL
2024-08-14,663.3,687.0,654.1,673.0,1.66,216691.0,144864062.0,CHCL
2024-08-15,673.0,688.0,662.5,662.7,-1.53,260274.0,175822920.0,CHCL
2024-08-18,668.0,670.0,639.0,639.0,-3.58,226349.0,147773833.3,CHCL
2024-08-21,651.7,652.0,633.3,639.0,0.0,234385.0,150414735.3,CHCL
2024-08-22,643.9,646.5,633.1,635.1,-0.61,171438.0,109435984.8,CHCL
2024-08-25,647.0,647.0,615.2,620.9,-2.24,199604.0,123932520.5,CHCL
2024-08-27,621.0,621.0,593.0,600.0,-3.37,241831.0,145554800.6,CHCL
2024-08-28,602.2,620.0,585.0,588.1,-1.98,146018.0,87523235.7,CHCL
2024-08-29,598.9,598.9,572.0,578.0,-1.72,156721.0,90962916.4,CHCL
2024-09-01,567.0,589.5,567.0,572.0,-1.04,105872.0,61023905.5,CHCL
2024-09-02,561.0,599.0,561.0,597.0,4.37,169456.0,98572164.1,CHCL
2024-09-03,600.0,608.0,581.0,595.0,-0.34,92028.0,54538281.9,CHCL
2024-09-04,606.9,606.9,570.4,572.5,-3.78,222584.0,128914166.0,CHCL
2024-09-05,572.0,579.9,566.0,568.1,-0.77,79248.0,45228422.3,CHCL
2024-09-08,579.0,579.0,560.0,560.5,-1.34,60051.0,34168751.5,CHCL
2024-09-09,561.0,564.1,544.0,545.1,-2.75,78302.0,43245026.9,CHCL
2024-09-10,555.0,566.0,539.6,546.0,0.17,56725.0,31104252.8,CHCL
2024-09-11,545.1,562.0,545.0,552.3,1.15,52106.0,28860863.4,CHCL
2024-09-12,551.4,565.0,551.0,565.0,2.3,48654.0,27121932.8,CHCL
2024-09-15,565.0,576.0,548.0,554.0,-1.95,64919.0,36273738.7,CHCL
2024-09-16,549.0,554.0,540.0,540.0,-2.53,70829.0,38489287.4,CHCL
2024-09-18,536.0,547.0,533.1,539.1,-0.17,31194.0,16823895.0,CHCL
2024-09-22,539.0,561.0,539.0,552.8,2.54,54534.0,30037126.2,CHCL
2024-09-23,563.8,563.8,542.0,543.0,-1.77,55521.0,30174053.0,CHCL
2024-09-24,540.1,550.0,536.1,538.0,-0.92,61115.0,33073116.5,CHCL
2024-09-25,538.0,551.6,536.0,551.6,2.53,54261.0,29643088.4,CHCL
2024-09-26,553.0,559.0,544.0,544.0,-1.38,31843.0,17494996.1,CHCL
2024-09-29,540.0,545.1,534.6,544.0,0.0,37502.0,20264484.5,CHCL
2024-09-30,542.0,554.0,540.0,550.0,1.1,29320.0,16044851.6,CHCL
2024-10-01,551.0,575.0,550.1,574.0,4.36,92471.0,52076813.6,CHCL
2024-10-02,575.1,580.0,555.1,564.2,-1.71,36050.0,20412320.7,CHCL
2024-10-06,575.4,579.0,557.7,577.0,2.27,42421.0,24090924.9,CHCL
2024-10-07,578.0,601.8,578.0,583.7,1.16,85880.0,50725407.9,CHCL
2024-10-08,595.0,595.0,576.0,579.0,-0.81,132639.0,78114945.7,CHCL
2024-10-09,579.0,588.0,578.0,587.0,1.38,15559.0,9088800.4,CHCL
2024-10-15,590.0,590.0,584.0,584.0,-0.51,12312.0,7208908.4,CHCL
2024-10-16,595.6,599.0,585.3,598.7,2.52,156885.0,93325474.7,CHCL
2024-10-17,595.0,601.8,589.0,595.0,-0.62,53912.0,32153799.9,CHCL
2024-10-20,583.1,590.0,571.5,579.0,-2.69,45353.0,26425440.2,CHCL
2024-10-21,568.6,577.0,566.5,572.0,-1.21,45218.0,25709785.0,CHCL
2024-10-22,572.0,577.0,560.0,577.0,0.87,30932.0,17581113.4,CHCL
2024-10-23,570.0,582.4,563.5,568.9,-1.4,33394.0,19014211.7,CHCL
2024-10-24,563.0,572.0,561.1,563.0,-1.04,30731.0,17327874.0,CHCL
2024-10-27,560.3,570.0,560.2,563.3,0.05,14772.0,8338795.9,CHCL
2024-10-28,563.0,572.5,563.0,572.0,1.54,22543.0,12848334.4,CHCL
2024-10-29,578.9,585.0,572.2,583.0,1.92,52181.0,30330010.4,CHCL
2024-10-30,592.0,592.0,580.3,585.0,0.34,29479.0,17209401.8,CHCL
2024-11-05,592.0,602.0,588.1,591.7,1.15,89818.0,53362095.1,CHCL
2024-11-06,592.0,599.4,584.6,589.8,-0.32,37928.0,22338989.8,CHCL
2024-11-10,585.1,608.0,585.1,602.0,2.07,99027.0,59414406.9,CHCL
2024-11-11,610.0,610.0,597.0,600.0,-0.33,69721.0,42011098.0,CHCL
2024-11-12,605.0,605.0,592.2,592.2,-1.3,61989.0,37050039.0,CHCL
2024-11-13,604.0,604.0,585.0,585.0,-1.22,31884.0,18807275.1,CHCL
2024-11-14,596.7,596.7,581.2,593.0,1.37,57609.0,33923162.4,CHCL
2024-11-17,597.2,605.0,595.0,595.0,0.34,72076.0,43232569.8,CHCL
2024-11-19,595.0,597.0,578.0,580.0,-2.52,61712.0,35993329.4,CHCL
2024-11-20,576.0,585.5,574.3,580.0,0.0,25515.0,14776312.0,CHCL
2024-11-21,580.0,580.9,574.0,579.0,-0.17,37350.0,21528270.5,CHCL
2024-11-24,589.0,610.0,583.0,592.0,2.25,177740.0,106574155.4,CHCL
2024-11-25,598.9,598.9,585.0,592.0,0.0,55269.0,32652124.5,CHCL
2024-11-26,603.8,603.8,580.0,588.0,-0.68,54793.0,32116927.0,CHCL
2024-11-27,587.1,598.0,587.0,594.0,1.02,54881.0,32506233.5,CHCL
2024-11-28,600.0,600.0,586.5,592.9,-0.19,29979.0,17710231.9,CHCL
2024-12-01,583.0,589.7,576.0,580.5,-2.09,53163.0,30946190.9,CHCL
2024-12-02,580.1,588.1,579.0,582.5,0.34,43916.0,25598358.3,CHCL
2024-12-03,587.2,587.2,579.0,581.0,-0.26,34878.0,20238247.0,CHCL
2024-12-04,571.1,586.5,571.1,583.9,0.5,35473.0,20594236.7,CHCL
2024-12-05,578.0,582.0,572.0,572.6,-1.94,36194.0,20824569.9,CHCL
2024-12-08,572.0,576.3,561.4,565.2,-1.29,51782.0,29429847.4,CHCL
2024-12-09,560.0,573.0,560.0,565.0,-0.04,21212.0,12011787.1,CHCL
2024-12-10,556.0,570.0,556.0,560.5,-0.8,17151.0,9689765.1,CHCL
2024-12-11,561.2,574.4,561.2,570.0,1.69,29983.0,17023819.1,CHCL
2024-12-12,570.0,577.0,555.0,560.0,-1.75,40706.0,22953239.5,CHCL
2024-12-16,550.2,560.0,550.2,557.0,-0.54,32071.0,17862388.1,CHCL
2024-12-17,568.0,572.0,563.1,563.5,1.17,65659.0,37126381.8,CHCL
2024-12-18,569.0,569.0,563.1,566.0,0.44,27727.0,15714947.0,CHCL
2024-12-19,567.1,567.9,557.5,563.9,-0.37,36473.0,20452290.5,CHCL
2024-12-22,558.0,567.8,558.0,563.9,0.0,24520.0,13795719.0,CHCL
2024-12-23,563.1,568.0,560.0,564.0,0.02,22800.0,12843519.6,CHCL
2024-12-24,564.0,575.0,564.0,569.0,0.89,27483.0,15704569.0,CHCL
2024-12-26,557.7,580.0,557.7,570.0,0.18,33709.0,19173013.4,CHCL
2024-12-29,570.0,575.0,566.0,570.0,0.0,91066.0,51935385.5,CHCL
2024-12-31,517.0,520.0,498.0,504.8,-2.58,64875.0,32519210.0,CHCL
2025-01-01,500.0,508.9,500.0,508.5,0.73,18272.0,9234125.9,CHCL
2025-01-02,509.0,514.7,509.0,510.3,0.35,18067.0,9251702.9,CHCL
2025-01-05,519.8,519.8,502.7,509.0,-0.25,27092.0,13731051.4,CHCL
2025-01-06,501.0,515.3,501.0,515.3,1.24,37855.0,19374081.0,CHCL
2025-01-07,525.6,525.6,507.0,512.0,-0.64,29705.0,15177235.6,CHCL
2025-01-08,522.2,522.2,509.0,511.0,-0.2,22756.0,11647180.2,CHCL
2025-01-09,511.0,517.0,509.2,510.5,-0.1,119900.0,61182991.5,CHCL
2025-01-12,520.7,520.7,500.2,504.0,-1.27,17006.0,8586189.9,CHCL
2025-01-13,500.0,513.1,500.0,501.4,-0.52,124943.0,63861207.1,CHCL
2025-01-15,511.4,512.0,500.0,500.4,-0.2,14058.0,7064739.9,CHCL
2025-01-16,500.4,509.7,497.1,498.6,-0.36,17960.0,9015503.6,CHCL
2025-01-19,501.0,507.0,496.0,500.1,0.3,28946.0,14525770.3,CHCL
2025-01-20,509.9,509.9,499.0,501.0,0.18,60133.0,30078325.1,CHCL
2025-01-21,498.0,501.0,498.0,500.0,-0.2,31036.0,15522052.2,CHCL
2025-01-22,500.0,514.9,499.0,514.9,2.98,71874.0,36352247.1,CHCL
2025-01-23,520.0,520.0,505.1,519.0,0.8,38557.0,19717041.0,CHCL
2025-01-26,510.0,516.8,502.2,510.9,-1.56,19977.0,10244313.5,CHCL
2025-01-27,511.0,511.0,503.3,508.4,-0.49,26490.0,13399285.1,CHCL
2025-01-28,505.0,510.2,498.0,505.0,-0.67,58366.0,29370376.6,CHCL
2025-02-02,507.0,520.5,507.0,518.0,2.57,88364.0,45373090.6,CHCL
2025-02-03,511.0,541.6,511.0,526.5,1.64,160753.0,85521170.4,CHCL
2025-02-04,527.0,533.0,523.0,524.0,-0.47,78784.0,41511465.9,CHCL
2025-02-05,527.6,527.6,520.0,520.4,-0.69,59283.0,31033842.3,CHCL
2025-02-06,526.5,543.0,518.0,535.0,2.81,156443.0,83275436.9,CHCL
2025-02-09,535.1,536.0,523.0,524.1,-2.04,62587.0,33159205.4,CHCL
2025-02-10,531.0,531.0,517.5,524.9,0.15,48931.0,25590475.1,CHCL
2025-02-11,516.5,529.0,515.1,525.0,0.02,44446.0,23280349.3,CHCL
2025-02-12,515.6,531.9,515.6,529.0,0.76,59327.0,31407334.7,CHCL
2025-02-13,520.1,540.6,520.0,534.0,0.95,103270.0,55041697.6,CHCL
2025-02-16,528.3,534.0,527.0,533.0,-0.19,33847.0,17979540.2,CHCL
2025-02-17,535.0,535.0,525.0,526.0,-1.31,30226.0,16012876.5,CHCL
2025-02-18,530.2,530.2,520.0,522.0,-0.76,37625.0,19748161.3,CHCL
2025-02-20,520.1,524.0,511.6,518.0,-0.77,37492.0,19353206.2,CHCL
2025-02-23,516.0,520.0,508.0,516.9,-0.21,43214.0,22258748.8,CHCL
2025-02-24,513.1,525.3,511.0,524.0,1.37,51064.0,26497812.9,CHCL
2025-02-25,517.0,530.0,510.6,524.8,0.15,100372.0,51892435.2,CHCL
2025-02-27,528.4,540.0,515.0,540.0,2.9,73973.0,39237016.6,CHCL
2025-03-02,540.0,551.0,536.0,550.7,1.98,125379.0,68684198.9,CHCL
2025-03-03,556.2,558.3,537.0,539.0,-2.12,91865.0,49966390.2,CHCL
2025-03-04,540.0,541.0,530.0,533.0,-1.11,57440.0,30785549.4,CHCL
2025-03-05,533.0,533.0,521.0,522.8,-1.91,47580.0,24924370.4,CHCL
2025-03-06,525.5,529.7,518.0,529.6,1.3,43314.0,22659791.7,CHCL
2025-03-09,530.0,533.4,520.0,525.0,-0.87,68805.0,36392707.8,CHCL
2025-03-10,532.0,534.0,515.1,516.3,-1.66,23864.0,12463393.7,CHCL
2025-03-11,517.0,525.6,512.0,513.0,-0.64,43104.0,22376521.6,CHCL
2025-03-12,507.1,515.5,507.1,510.0,-0.58,29039.0,14853732.5,CHCL
2025-03-16,511.0,512.0,504.0,505.1,-0.96,29650.0,15020292.1,CHCL
2025-03-17,506.0,510.0,500.0,503.9,-0.24,25453.0,12824806.4,CHCL
2025-03-18,504.2,507.0,495.0,502.3,-0.32,53148.0,26631111.4,CHCL
2025-03-19,501.0,503.7,495.0,498.8,-0.7,28874.0,14392380.3,CHCL
2025-03-20,499.0,499.0,490.1,491.23,-1.52,31034.0,15319492.2,CHCL
2025-03-23,496.0,496.0,482.0,483.35,-1.6,43867.0,21329286.7,CHCL
2025-03-24,485.3,496.3,478.6,489.75,1.32,46495.0,22591590.7,CHCL
2025-03-25,485.0,485.0,476.0,476.91,-2.62,53572.0,25705588.1,CHCL
2025-03-26,482.0,483.0,476.5,478.53,0.34,33332.0,15983913.0,CHCL
2025-03-27,478.0,498.0,477.3,488.59,2.1,45311.0,21816264.7,CHCL
2025-03-30,485.0,498.3,480.0,490.31,0.35,68326.0,33491371.2,CHCL
2025-04-01,490.0,491.0,481.0,483.04,-1.48,39625.0,19183954.5,CHCL
2025-04-02,480.3,487.0,480.0,481.34,-0.35,31846.0,15387883.7,CHCL
2025-04-03,481.5,486.6,480.2,481.48,0.03,27770.0,13448336.3,CHCL
2025-04-07,481.0,483.0,476.9,477.23,-0.88,108920.0,52257925.9,CHCL
2025-04-08,478.0,478.1,472.5,473.33,-0.82,35484.0,16824433.0,CHCL
2025-04-09,482.0,482.0,473.0,475.25,0.41,44671.0,21297405.5,CHCL
2025-04-10,474.0,479.8,470.0,473.93,-0.28,50652.0,23945185.1,CHCL
2025-04-13,480.0,480.0,473.0,475.08,0.24,24766.0,11776071.6,CHCL
2025-04-15,475.0,487.7,471.0,484.11,1.9,42529.0,20525032.6,CHCL
2025-04-16,485.1,485.5,474.5,483.45,-0.14,72379.0,34683107.4,CHCL
2025-04-17,483.0,498.0,483.0,489.25,1.2,74572.0,36592208.1,CHCL
2025-04-20,488.0,512.0,487.0,495.02,1.18,127350.0,63645436.0,CHCL
2025-04-21,504.9,504.9,494.0,496.72,0.34,71234.0,35494212.6,CHCL
2025-04-22,499.8,499.8,486.1,487.77,-1.8,49812.0,24462460.0,CHCL
2025-04-23,486.0,492.0,474.1,475.11,-2.6,145368.0,69219887.5,CHCL
2025-04-24,476.0,480.0,469.7,477.07,0.41,54611.0,25834951.6,CHCL
2025-04-27,480.1,498.6,476.3,489.72,2.65,101346.0,49336282.2,CHCL
2025-04-28,491.0,497.0,481.0,482.39,-1.5,86774.0,42402908.4,CHCL
2025-04-29,472.8,497.0,472.8,478.52,-0.8,65150.0,31351780.7,CHCL
2025-04-30,485.0,494.0,480.3,486.06,1.58,73955.0,36062854.6,CHCL
2025-05-04,493.0,502.0,486.2,492.91,1.41,99801.0,49547610.9,CHCL
2025-05-05,500.0,500.0,485.0,486.7,-1.26,54997.0,26911552.9,CHCL
2025-05-06,494.0,500.0,487.9,493.61,1.42,78515.0,38851637.4,CHCL
2025-05-07,500.0,528.0,495.0,522.04,5.76,340772.0,176904030.8,CHCL
2025-05-08,519.0,522.9,508.0,514.79,-1.39,122810.0,63191768.2,CHCL
2025-05-11,515.0,520.0,497.9,498.37,-3.19,122186.0,61660943.1,CHCL
2025-05-13,489.0,505.0,489.0,490.31,-1.62,78239.0,38480240.3,CHCL
2025-05-14,490.0,495.5,480.6,482.02,-1.69,57583.0,28022429.9,CHCL
2025-05-15,473.0,488.0,473.0,482.65,0.13,51395.0,24770027.9,CHCL
2025-05-18,485.0,488.8,477.3,479.23,-0.71,50384.0,24223915.0,CHCL
2025-05-19,488.0,491.9,480.0,482.12,0.6,28533.0,13792202.6,CHCL
2025-05-20,489.0,496.0,480.0,494.81,2.63,44746.0,21916331.6,CHCL
2025-05-21,503.0,513.8,487.1,490.0,-0.97,90756.0,45013501.5,CHCL
2025-05-22,490.0,494.1,482.0,486.11,-0.79,29675.0,14490949.2,CHCL
2025-05-25,489.9,493.0,483.0,488.64,0.52,33539.0,16340264.0,CHCL
2025-05-26,498.4,500.0,486.1,487.26,-0.28,39153.0,19189681.2,CHCL
2025-05-27,489.9,492.9,485.0,487.12,-0.03,24937.0,12197920.6,CHCL
2025-05-28,483.0,505.0,483.0,495.14,1.65,68368.0,33898012.5,CHCL
2025-06-02,501.5,501.5,488.0,488.51,-1.34,43138.0,21257531.3,CHCL
2025-06-03,490.0,496.9,484.8,488.37,-0.03,57331.0,28040961.5,CHCL
2025-06-04,485.0,490.0,481.4,483.25,-1.05,38271.0,18536105.9,CHCL
2025-06-05,489.9,493.6,479.0,486.77,0.73,41081.0,20010813.7,CHCL
2025-06-08,496.5,529.9,487.0,525.75,8.01,506439.0,262219785.9,CHCL
2025-06-09,530.0,554.3,522.1,551.66,4.93,573296.0,312158537.0,CHCL
2025-06-10,562.0,570.0,550.1,555.85,0.76,494798.0,278485999.6,CHCL
2025-06-11,566.0,585.9,545.2,581.12,4.55,839501.0,475234308.7,CHCL
2025-06-12,582.0,589.0,564.2,567.37,-2.37,531596.0,306559334.1,CHCL
2025-06-15,578.0,584.9,568.0,581.76,2.54,726667.0,419478440.4,CHCL
2025-06-16,575.0,599.6,572.0,574.95,-1.17,714487.0,419724005.1,CHCL
2025-06-17,570.0,578.0,563.3,574.13,-0.14,344830.0,196681373.0,CHCL
2025-06-18,577.0,582.1,571.0,574.9,0.13,306230.0,176668559.1,CHCL
2025-06-19,563.6,585.0,560.0,564.36,-1.83,384294.0,221360532.8,CHCL
2025-06-22,570.0,570.0,539.1,540.99,-4.14,226790.0,124546688.0,CHCL
2025-06-23,541.0,547.9,532.0,542.91,0.35,144302.0,78268583.7,CHCL
2025-06-24,553.7,555.0,535.0,535.25,-1.41,197323.0,107255758.4,CHCL
2025-06-25,536.0,550.0,533.0,545.68,1.95,202235.0,110053654.2,CHCL
2025-06-26,547.0,558.9,541.0,541.78,-0.71,284064.0,156738541.1,CHCL
2025-06-29,545.0,551.0,538.5,546.67,0.9,185970.0,101075046.9,CHCL
2025-06-30,542.0,563.0,542.0,544.22,-0.45,167366.0,92020161.9,CHCL
2025-07-01,550.0,554.9,546.0,548.94,0.87,142578.0,78418802.0,CHCL
2025-07-02,559.9,559.9,543.1,543.91,-0.92,165118.0,90347191.6,CHCL
2025-07-03,554.7,554.7,536.0,536.72,-1.32,222807.0,120568888.8,CHCL
2025-07-06,538.1,542.0,532.0,534.56,-0.4,147550.0,79347009.7,CHCL
2025-07-07,535.0,535.0,527.1,528.08,-1.21,101078.0,53703410.4,CHCL
2025-07-08,538.6,538.6,515.2,528.37,0.05,120957.0,63400251.2,CHCL
2025-07-09,525.0,534.9,525.0,526.85,-0.29,72841.0,38562995.5,CHCL
2025-07-10,526.0,532.0,520.5,524.22,-0.5,113946.0,60078227.8,CHCL
2025-07-13,534.7,544.0,520.0,521.61,-0.5,113645.0,59642397.2,CHCL
2025-07-14,523.0,528.0,519.0,520.0,-0.31,98968.0,51683948.0,CHCL
2025-07-15,520.0,529.0,518.2,528.09,1.56,122790.0,64522714.9,CHCL
2025-07-16,530.0,540.0,529.0,533.45,1.01,196002.0,104603930.7,CHCL
2025-07-17,538.0,550.0,538.0,547.62,2.66,181607.0,99240283.7,CHCL
2025-07-20,553.8,557.9,543.2,544.03,-0.66,228991.0,125880363.1,CHCL
2025-07-21,544.0,550.0,540.0,546.26,0.41,113277.0,61793550.3,CHCL
2025-07-22,554.0,564.0,546.0,558.08,2.16,223193.0,124411636.2,CHCL
2025-07-23,560.0,565.0,549.0,554.3,-0.68,137844.0,76580027.6,CHCL
2025-07-24,560.0,584.0,555.0,572.71,3.32,335023.0,191517362.5,CHCL
2025-07-27,580.0,583.0,557.0,559.11,-2.37,260859.0,148652465.5,CHCL
2025-07-28,565.0,565.0,545.2,555.69,-0.61,141313.0,78205209.0,CHCL
2025-07-29,565.9,565.9,553.2,554.55,-0.21,135350.0,75308060.1,CHCL
2025-07-30,563.9,563.9,544.1,544.93,-1.73,124042.0,67956550.1,CHCL
2025-07-31,545.0,548.9,535.0,537.2,-1.42,121812.0,65896188.6,CHCL
2024-07-31,842.5,875.0,830.0,845.0,2.3,207719.0,175017774.2,NLIC
2024-08-01,861.9,900.0,850.0,870.0,2.96,221608.0,194467688.5,NLIC
2024-08-05,887.0,932.0,870.0,925.0,6.32,305692.0,275476275.2,NLIC
2024-08-06,925.0,940.0,875.1,875.1,-5.39,366958.0,332366275.6,NLIC
2024-08-07,890.0,904.9,863.0,901.0,2.96,223149.0,199063232.8,NLIC
2024-08-08,907.0,937.0,902.1,907.0,0.67,188616.0,173240390.9,NLIC
2024-08-11,920.0,936.3,910.0,935.0,3.09,238626.0,220394884.9,NLIC
2024-08-12,944.0,1003.0,944.0,995.0,6.42,269247.0,262076161.7,NLIC
2024-08-13,1014.0,1060.0,1014.0,1025.0,3.02,314318.0,325796207.8,NLIC
2024-08-14,1045.5,1045.5,1005.0,1030.0,0.49,206332.0,210927993.5,NLIC
2024-08-15,1039.2,1040.0,1005.0,1010.0,-1.94,204665.0,207889297.6,NLIC
2024-08-18,1020.0,1020.0,975.0,980.0,-2.97,284458.0,281744842.2,NLIC
2024-08-21,980.0,999.0,960.1,969.0,-1.12,161291.0,156905760.1,NLIC
2024-08-22,970.0,980.0,955.0,962.1,-0.71,184060.0,178096448.4,NLIC
2024-08-25,980.0,980.0,920.0,925.0,-3.86,189236.0,176779255.7,NLIC
2024-08-27,915.0,923.0,880.0,882.0,-4.65,274692.0,247490505.6,NLIC
2024-08-28,899.6,905.0,866.0,876.0,-0.68,125107.0,110801938.6,NLIC
2024-08-29,876.3,876.3,836.2,852.0,-2.74,191952.0,163381630.4,NLIC
2024-09-01,852.0,865.0,835.0,838.0,-1.64,97049.0,82228680.2,NLIC
2024-09-02,854.7,899.7,833.0,896.9,7.03,166631.0,144713948.3,NLIC
2024-09-03,914.8,919.2,890.1,906.1,1.03,126483.0,114763100.5,NLIC
2024-09-04,924.1,924.1,862.0,864.0,-4.65,126139.0,111427434.4,NLIC
2024-09-05,851.1,871.0,838.1,855.0,-1.04,86672.0,74066804.2,NLIC
2024-09-08,870.0,870.0,843.0,847.0,-0.94,41222.0,35179047.8,NLIC
2024-09-09,859.0,859.0,815.0,819.5,-3.25,98837.0,81791275.2,NLIC
2024-09-10,831.0,835.8,814.6,816.0,-0.43,57016.0,46877699.0,NLIC
2024-09-11,831.5,831.5,800.0,802.0,-1.72,62481.0,50310352.1,NLIC
2024-09-12,805.0,835.0,795.0,821.0,2.37,90693.0,73855729.0,NLIC
2024-09-15,835.0,849.8,800.0,802.0,-2.31,92171.0,76268213.7,NLIC
2024-09-16,818.0,818.0,781.0,790.0,-1.5,75624.0,59946236.3,NLIC
2024-09-18,805.8,805.8,765.0,777.0,-1.65,68438.0,53298205.6,NLIC
2024-09-22,792.5,824.0,770.0,779.0,0.26,55414.0,43334653.6,NLIC
2024-09-23,794.5,794.5,745.0,752.9,-3.35,79930.0,60494914.6,NLIC
2024-09-24,742.1,773.9,735.0,738.0,-1.98,62601.0,46687377.7,NLIC
2024-09-25,738.0,758.5,726.0,758.0,2.71,101595.0,75600875.1,NLIC
2024-09-26,743.0,770.0,743.0,750.0,-1.06,34422.0,26037519.6,NLIC
2024-09-29,765.0,765.0,735.0,745.9,-0.55,29436.0,21836068.8,NLIC
2024-09-30,742.0,765.5,741.0,764.7,2.52,49625.0,37532309.7,NLIC
2024-10-01,767.7,803.0,767.7,799.0,4.49,84435.0,66794346.2,NLIC
2024-10-02,803.0,830.0,795.0,819.0,2.5,86074.0,70127568.1,NLIC
2024-10-06,812.0,837.0,803.0,829.0,1.22,49821.0,41174619.9,NLIC
2024-10-07,845.5,862.0,829.0,843.7,1.77,59396.0,50411501.4,NLIC
2024-10-08,859.4,859.4,832.0,843.0,-0.08,59315.0,49952561.3,NLIC
2024-10-09,828.2,847.0,822.0,840.0,-0.36,33580.0,28164247.8,NLIC
2024-10-15,848.8,855.0,838.5,851.0,1.31,20142.0,17083400.0,NLIC
2024-10-16,855.0,878.0,852.0,875.0,2.82,76237.0,66536961.6,NLIC
2024-10-17,885.0,887.0,866.5,869.5,-0.63,52798.0,46454250.9,NLIC
2024-10-20,853.0,868.0,836.5,845.0,-2.82,64238.0,54774558.5,NLIC
